sentiment,text
Positive,That loves Harry Potter...
Positive,"If theres one thing I love as much as Harry Potter, its Avatar!!!.."
Positive,"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones.."
Positive,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase."
Positive,"Idk why, but Harry Potter icons are always the funniest......."
Positive,I like Harry Potter..
Positive,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
